Brand_Name_s__s,Product_Class_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEW10AX1,AEW10AX,10200.0,900.0,11.2,11.3,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/J9U,TWAC-12CRA1/J9U,12000.0,980.0,10.9,,No,No
TOSOT,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TJC14BY-A3NRNE2C,TJC14BY-A3NRNE2C,14300.0,115.0,11.8,11.9,No,No
TOSOT,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TJC06BK-A3NRNE2P,TJC06BK-A3NRNE2P,6050.0,115.0,12.1,12.3,No,No
TOSOT,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TJC05BK-A3NRNE2C,TJC05BK-A3NRNE2C,5200.0,115.0,12.1,12.4,No,No
Cool-living,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),CL-RAC06EWES,6000.0,492.0,12.1,,No,No
Cool-living,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),CL-RAC10EWES,10000.0,840.0,12.0,,No,No
Cool-living,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),CL-RAC18EWES (208V),17600.0,1490.0,11.8,,No,No
Cool-living,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),CL-RAC24EWES (230V),24000.0,2320.0,10.3,,No,No
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",SL24N30C,SL24N30C,24000.0,2308.0,10.3,,No,No
Friedrich,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",SL28N30C,SL28N30C,28000.0,2800.0,9.9,,No,No
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",SM21N30D,SM21N30D,20000.0,2041.0,9.8,,No,No
Friedrich,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",SQ06N10C,SQ06N10C,5800.0,472.0,12.1,,No,No
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SQ08N10D,SQ08N10D,8000.0,656.0,12.0,,No,No
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",SS14N10C,SS14N10C,13600.0,1214.0,10.9,,No,No
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WE10D33,WE10D33,9800.0,1000.0,9.7,,No,No
Friedrich,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WS15D30A,WE15D33A,14300.0,1521.0,9.3,,No,No
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WS08D10A,WS08D10A,8000.0,748.0,10.6,,No,No
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WS10D30A,WS10D30A,9900.0,925.0,10.6,,No,No
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WS12D30A,WS12D30A,11700.0,1194.0,9.7,,No,No
Friedrich,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",WY12D33A,WY12D33A,10400.0,1106.0,9.3,,No,No
Friedrich,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",YM18N34C,YM18N34C,17700.0,1624.0,10.8,,No,No
Friedrich,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",YS12N33C,YS12N33C,12000.0,1101.0,10.8,,No,No
CROSLEY,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",CATM05A1,CATM05A1,5000.0,451.0,11.0,,No,No
GREE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",GJC18BY-D3NRNH2B(230V),GJC18BY-D3NRNH2B(230V),18000.0,1510.0,11.8,11.9,No,No
GREE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",GJC15BY-A3NRNH2A,GJC15BY-A3NRNH2A,15000.0,1260.0,11.8,11.9,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BK-A3NRNH2O,GJC08BK-A3NRNH2O,8000.0,720.0,10.9,11.0,No,No
GREE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",GJC06BK-A3NRNH2P,GJC06BK-A3NRNH2P,6000.0,485.0,12.1,12.3,No,No
Rowa,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",RWC-05CM/UH,RWC-05CM/UH,5000.0,451.0,11.0,,No,No
TCL,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWC-05CM/UH,TWC-05CM/UH,5000.0,451.0,11.0,,No,No
Toshiba,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",RAC-WK0511CMU,RAC-WK0511CMU,5000.0,446.0,11.0,,No,No
Toshiba,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",RAC-WK0611CRU,RAC-WK0611CRU,6000.0,536.0,11.0,,No,No
Toshiba,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RAC-WK0811ESCWU,RAC-WK0811ESCWU,8000.0,666.0,12.0,,No,No
Toshiba,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",RAC-WK1011ESCWU,RAC-WK1011ESCWU,10000.0,833.0,12.0,,No,No
Toshiba,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RAC-WK1511ESCRU,RAC-WK1511ESCRU,15100.0,1279.0,11.8,,No,No
Toshiba,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RAC-WK1821ESCRU,RAC-WK1821ESCRU,18000.0,1525.0,11.8,,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A6NMNE1A,GJC05BT-A6NMNG1A,5050.0,450.0,11.1,11.2,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BK-A6NRNF2B,GJC08BK-A6NRNE3B,8000.0,660.0,12.0,12.1,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWB10CW71,MWB10CW71,10000.0,833.0,12.0,,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWB12CW71,MWB12CW71,12000.0,1000.0,12.0,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK08CR81N,WWK08CR81N,8000.0,708.0,11.2,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK12CR81N,WWK12CR81N,12000.0,1060.0,11.2,,No,No
Arctic King,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WWK25CR82N,WWK25CR82N,25000.0,2551.0,9.8,,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEC08LXL1,AEC08LXL1,8000.0,660.0,12.0,12.1,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC10BL-A3NRNH2P,GJC10BL-A3NRNH2P,10150.0,920.0,10.9,11.0,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BK-A3NRNC5O,GJC08BK-A3NRNC5O,8050.0,715.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEH08LX**,AEH08LX**,8000.0,660.0,12.0,12.1,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AHV05LW**,AHS05LX**,5050.0,460.0,11.0,11.0,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH12AW**,AHS12AX**,11600.0,950.0,12.0,12.1,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH08LW**,AHS08LX**,8000.0,660.0,12.0,12.1,No,No
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1817IVSM,LW1817IVSM,18000.0,1590.0,11.2,,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AET05LXL1,AET05LXL1,5100.0,455.0,11.1,11.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEW08LXL1,AEW08LXL1,8050.0,715.0,11.2,11.3,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A6NRNE1A,GJC05BT-A6NRNE1A,5050.0,450.0,11.1,11.2,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BK-A6NRNF2B,GJC08BK-A6NRNF2B,8000.0,660.0,12.0,12.1,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC10BL-A6NRNE2A,GJC10BL-A6NRNE2A,10200.0,900.0,11.2,11.3,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (230),AHS18DX**,18000.0,1510.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208),AEM18DX**,17600.0,1480.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208),AEL18DX**,17600.0,1480.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208),AEH18DX**,17600.0,1480.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (230),AEH18DX**,18000.0,1510.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEW18DV** (230),AEW18DX**,18000.0,1600.0,11.1,11.2,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEL14AV**,AEM14AX**,14300.0,1200.0,11.8,11.9,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEW14AV**,AEW14AX**,14450.0,1290.0,11.1,11.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEL12AV**,AEM12AX**,12050.0,995.0,12.0,12.1,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEW12AX**,AEW12AX**,12100.0,1070.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEL10AV**,AEH10AX**,10000.0,820.0,12.1,12.2,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEW10AX**,AEW10AX**,10200.0,900.0,11.2,11.3,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEH06LV**,AEM06LX**,6050.0,490.0,12.1,12.3,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEH06LV**,AEH06LX**,6050.0,490.0,12.1,12.3,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEW06LX**,AEL06LX**,6050.0,540.0,11.0,11.2,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEW06LX**,AEW06LX**,6050.0,540.0,11.0,11.2,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AET05LX**,AEV05LX**,5100.0,455.0,11.1,11.2,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AET05LX**,AEL05LX**,5100.0,455.0,11.1,11.2,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEE24DT** (208),AHE24DX**,23600.0,2510.0,9.4,9.4,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEE18DT** (230),AHE18DX**,17600.0,1630.0,10.7,10.8,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEE12DT** (208),AHE12DX**,11600.0,1050.0,10.9,11.0,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEH24DV** (208),AHS24DX**,23600.0,2280.0,10.3,10.3,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEH24DV** (230),AHS24DX**,24000.0,2310.0,10.3,10.3,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEH24DV** (230),AEM24DX**,24000.0,2310.0,10.3,10.3,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEH24DV** (208),AEL24DX**,23600.0,2280.0,10.3,10.3,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEH24DV** (230),AEH24DX**,24000.0,2310.0,10.3,10.3,No,No
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEW24DV** (230),AEW24DX**,24200.0,2460.0,9.8,9.8,No,No
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEH18DV** (208),AHS18DX**,17600.0,1480.0,11.8,11.9,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511U1,FFRA0511U1,5050.0,450.0,11.0,11.2,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511U1,FFRA0522U1E,5050.0,450.0,11.0,11.2,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRE0533U1,FFRE0533U1,5200.0,420.0,12.1,12.4,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611U1,FFRA0611U1E,6000.0,540.0,11.0,11.2,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611U1,FFRA0622U1,6000.0,540.0,11.0,11.2,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611U1,FFRA0622U1E,6000.0,540.0,11.0,11.2,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE0633U1,FFRE0633U1,6000.0,480.0,12.1,12.3,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRE0633U1,FFRE0633U1E,6000.0,480.0,12.1,12.3,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811U1,FFRA0811U1,8000.0,720.0,10.9,11.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811U1,FFRA0811U1E,8000.0,720.0,10.9,11.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811U1,FFRA0822U1,8000.0,720.0,10.9,11.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE0833U1,FFRE0833U1E,8000.0,660.0,12.0,12.1,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011U1,FFRA1011U1E,10150.0,920.0,10.9,11.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011U1,FFRA1022U1E,10150.0,920.0,10.9,11.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211U1,FFRA1211U1,12100.0,1100.0,10.9,11.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211U1,FFRA1211U1E,12100.0,1100.0,10.9,11.0,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533U1,FFRE1533U1,15000.0,1260.0,11.8,11.9,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833U2,FFRE1833U2E,18000.0,1510.0,11.8,11.9,No,No
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233U2,FFRE2233U2E,22000.0,2130.0,10.3,10.3,No,No
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533U2,FFRE2533U2,25000.0,2420.0,10.3,10.3,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA0833U1,FFTA0833U1,8000.0,750.0,10.6,10.6,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033U2,FFTA1033U2,10000.0,940.0,10.6,10.6,No,No
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTA1422U2,FFTA1422U2,14000.0,1490.0,9.3,9.4,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH0822U1,FFTH0822U1,8000.0,830.0,9.6,9.6,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTH1022U2,FFTH1022U2,10000.0,1040.0,9.6,9.6,No,No
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTH1222U2,FFTH1222U2,12000.0,1260.0,9.5,9.5,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511R1,FFRA0511R1E,5000.0,450.0,11.0,11.1,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811R1,FFRA0811R1E,8000.0,735.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE0833S1,FFRE0833S1E,8000.0,665.0,12.0,12.0,No,No
Frigidaire Gallery,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FGRQ06L3T1,FGRQ0633U1,6000.0,490.0,12.1,12.2,No,No
Frigidaire Gallery,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FGRQ06L3T1,FGRQ0633U1E,6000.0,490.0,12.1,12.2,No,No
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRQ08L3T1,FGRQ0833U1,8000.0,665.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011R1,FFRA1011R1E,10000.0,915.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011R1,FFRA1022R1E,10000.0,915.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1033S1,FFRE1033S1E,10000.0,830.0,12.0,12.0,No,No
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC1044T1,FGRC1044T1E,10000.0,830.0,12.0,12.0,No,No
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC1244T1,FGRC1244T1E,12000.0,1000.0,12.0,12.0,No,No
Frigidaire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",FFRH11L2R1,FFRH1122U1,11000.0,1120.0,9.8,9.8,No,No
Frigidaire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",FFRH11L2R1,FFRH1122U1E,11000.0,1120.0,9.8,9.8,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRH1222R2,FFRH1222R2E,12000.0,1100.0,10.9,10.9,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533S1,FFRE1533S1E,15100.0,1275.0,11.8,11.8,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833S2,FFRE1833S2E,18000.0,1525.0,11.8,11.8,No,No
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233S2,FFRE2233S2E,22000.0,2135.0,10.3,10.3,No,No
Frigidaire,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",FFRA2822R2,FFRA2822R2E,28000.0,3110.0,9.0,9.0,No,No
Frigidaire,(16) Casement-Slider,FFRS0822S1,FFRS0822S1E,8000.0,740.0,10.8,10.9,No,No
Frigidaire Gallery,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FGRC0644U1,FGRC0644U1E,6000.0,490.0,12.1,12.2,No,No
Frigidaire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",FFRH0822R1,FFRH0822R1E,8000.0,815.0,9.8,9.8,No,No
Arctic Wind,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW10005D,AW10005D,10000.0,885.0,11.3,,No,No
Arctic Wind,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AW15005D,AW15005D,14500.0,1290.0,11.2,,No,No
Arctic Wind,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AW18005D,AW18005D,18000.0,1608.0,11.2,,No,No
Brothers Air conditioning,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",102054,102054,18500.0,1729.0,10.7,,No,No
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PEC12000,1PEC12000,12000.0,1000.0,12.0,,No,No
Perfect Aire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",1PEC10000,1PEC10000,10000.0,833.0,12.0,,No,No
Chigo,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WC1-06E-01,WC1-06E-**,6400.0,495.0,12.1,,No,No
Chigo,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WC1-08E-01,WC1-08E-**,8500.0,667.0,12.0,,No,No
Chigo,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WC1-12E2-01,WC1-12E2-**,12600.0,1000.0,12.0,,No,No
Chigo,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",WC1-05M2-01,WC1-05M2-**,5400.0,458.0,11.2,,No,No
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA12AA-D3NRNB4D(208V),GAA12AA-D3NRNB4D(208V),11500.0,1200.0,9.5,9.6,No,No
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA09AA-D3NRNB4D(208V),GAA09AA-D3NRNB4D(208V),9100.0,940.0,9.6,9.7,No,No
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAE12AA-D3NRNB4D(230V),GAE12AA-D3NRNB4D(230V),12000.0,1220.0,9.7,9.8,No,No
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAC12AA-D3NRNB4D(230V),GAC12AA-D3NRNB4D(230V),12000.0,1220.0,9.7,9.8,No,No
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAC12AA-D3NRNB4D(208V),GAC12AA-D3NRNB4D(208V),11800.0,1200.0,9.7,9.8,No,No
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAE09AA-D3NRNB4D(208V),GAE09AA-D3NRNB4D(208V),9100.0,930.0,9.7,9.8,No,No
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAC09AA-D3NRNB4D(230V),GAC09AA-D3NRNB4D(230V),9300.0,950.0,9.7,9.8,No,No
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA07AA-D3NRNB4D(230V),GAA07AA-D3NRNB4D(230V),7400.0,700.0,10.4,10.6,No,No
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA07AA-D3NRNB4D(208V),GAA07AA-D3NRNB4D(208V),7200.0,680.0,10.4,10.6,No,No
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAC12AA-A3NRNB4D,GAC12AA-A3NRNB4D,11800.0,1200.0,9.7,9.8,No,No
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAC09AA-A3NRNB4D,GAC09AA-A3NRNB4D,9300.0,950.0,9.7,9.8,No,No
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BK-A3NMND2O,GJC08BK-A3NMND2O,8000.0,720.0,10.9,11.0,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMND1D,GJC05BT-A3NMND1D,5050.0,450.0,11.0,11.2,No,No
Soleus Air,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTWL1-10H-**,TTWL1-10H-**,10000.0,945.5,10.6,,No,No
Soleus Air,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTWM1-10H-**,TTWM1-10H-**,10000.0,945.5,10.6,,No,No
Soleus Air,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTWO1-10H-**,TTWO1-10H-**,10000.0,945.5,10.6,,No,No
Soleus Air,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTWS1-10H-**,TTWS1-10H-**,10000.0,945.5,10.6,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWH1-12-**,TTWH1-12-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWS1-12-**,TTWS1-12-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWH1-12H-**,TTWH1-12H-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWL1-12H-**,TTWL1-12H-**,12000.0,1260.0,9.5,,No,No
Soleus Air,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",TTWO1-12H-**,TTWO1-12H-**,12000.0,1260.0,9.5,,No,No
